id,disp.heinz41,disp.heinz32,disp.heinz28,disp.hunts32,feat.heinz41,feat.heinz32,feat.heinz28,feat.hunts32,price.heinz41,price.heinz32,price.heinz28,price.hunts32,choice
10,0,0,0,0,0,0,0,0,5.0000001,3.4000002,4.5000002,2.8000001,3
10,0,0,0,0,0,0,0,0,5.0000001,3.4000002,5.0000001,3.4000002,1
10,0,0,0,0,0,0,0,0,5.0000001,3.7,4.3000001,2.9999999,3
10,0,0,0,0,0,0,0,0,5.0000001,3.7,3.9000001,3.7,2
10,0,0,0,0,0,0,0,0,5.2000001,3.7,3.5999998,3.7,2
11,0,0,0,0,0,0,0,0,4.6,3.3,4.6,4.8,1
11,0,0,0,0,0,0,0,0,4.6,3.4000002,5.4000001,4.1000001,1
11,0,0,0,0,0,0,0,0,4.6,3.4000002,5.6000002,4.5000002,1
11,0,1,0,0,0,0,0,0,4.6,3.3,4.6,4.8,1
11,0,0,0,0,0,0,0,0,4.6,3.3,4.6,4.8,1
11,0,0,0,0,0,0,0,0,4.6,3.0999999,4.8,3.5999998,1
11,0,0,0,0,0,1,0,0,4.6,2.9999999,4.6,4.8,1
11,0,0,0,0,0,0,0,0,4.4,2.9999999,4.6,5.0000001,1
11,0,1,0,0,0,1,0,0,4.4,2.7000001,4.6,4.8999999,1
11,0,0,0,0,0,0,0,0,7.1999997,2.9999999,4.8,8.6999997,1
11,0,0,0,0,0,0,0,1,4.8,2.9999999,4.6,4.1000001,1
11,0,0,0,0,0,0,0,1,4.8999999,2.9999999,4.6999998,4.1000001,1
11,0,0,0,0,0,1,0,0,3.0999999,1.2,4.6,4.1000001,1
11,0,0,0,0,0,0,0,0,4.8,2.9999999,4.4,4.1000001,1
11,0,0,0,0,0,0,0,0,4.8,2.9999999,4.4,4.1000001,1
12,0,0,0,0,0,0,0,0,4.6,3.2000002,5.2000001,3.4000002,1
12,0,0,0,0,0,0,0,0,4.6,2.2,5.0000001,3.4000002,1
12,0,1,0,0,0,0,0,0,5.0000001,2.8000001,4.6999998,2.9999999,1
12,0,1,0,0,0,0,0,0,5.0000001,2.2,3.9999999,3.0999999,1
12,0,1,0,0,0,0,0,0,5.2999999,3.0999999,4.1000001,3.2000002,1
12,0,0,0,1,0,0,0,0,5.0000001,3.4000002,5.0000001,2.8000001,1
12,0,0,0,0,0,0,0,0,5.0000001,3.0999999,5.0000001,3.4000002,1
12,0,0,0,0,1,0,0,0,5.2000001,3.5999998,3.2000002,3.7,2
12,0,1,0,0,0,0,1,0,5.0000001,3.0999999,4.4,3.7,1
13,0,0,0,0,0,0,0,0,4.6,3.4000002,4.8,3.0999999,1
13,0,0,0,0,0,0,0,0,4.6,1.5,4.6999998,3.0999999,1
13,0,0,1,0,0,0,0,0,4.6,3.4000002,4.3000001,3.0999999,2
13,0,0,0,0,1,0,0,0,3.2000002,2.9999999,3.5,2.8000001,1
13,0,0,0,0,1,0,0,0,3.2000002,2.9999999,3.5,2.8000001,0
13,0,0,0,0,0,0,0,0,4.1999999,3.4000002,4.3000001,3.0999999,1
13,0,0,0,0,0,0,0,0,5.0000001,3.4000002,3.4000002,3.0999999,2
13,0,0,0,0,0,0,0,0,2.9999999,3.4000002,4.3000001,3.0999999,0
14,0,0,0,0,0,0,0,0,4.6,2.8999999,5.0000001,4.1000001,1
14,0,0,0,0,0,0,0,0,4.6,3.4000002,5.0000001,4.1000001,1
14,0,0,0,0,0,0,0,0,4.6,3.4000002,5.6000002,4.5000002,1
14,0,0,0,0,0,0,0,0,4.6,2.5,4.8,3.7,1
14,0,0,0,0,0,0,0,0,4.6,3.0999999,4.8999999,4.4,1
14,0,0,0,0,0,0,0,1,4.6,2.8000001,5.0000001,3.5999998,1
14,0,0,0,0,0,0,0,1,4.6,3.0999999,1.7000001,3.5999998,2
14,0,0,0,0,0,0,0,1,4.6,2.7000001,2.8999999,3.5999998,1
15,0,0,0,0,0,0,0,0,4.6,3.7,5.2000001,3.4000002,2
15,0,0,0,0,0,0,0,0,4.6,3.4000002,5.0000001,3.0999999,2
15,0,0,0,0,0,0,0,0,4.6,3.2000002,5.2000001,3.4000002,3
15,0,0,0,0,0,0,0,0,4.6,3.7,4.6999998,3.4000002,3
15,0,0,0,0,0,0,0,0,2.9999999,1.7000001,2.6000001,1.8999999,0
15,0,1,0,0,0,0,0,0,5.0000001,2.5,4.6999998,2.9999999,1
15,0,0,0,0,0,0,0,0,5.0000001,2.9999999,4.6999998,2.9999999,3
15,0,0,0,0,0,0,0,0,5.0000001,3.4000002,4.6999998,3.0999999,3
15,0,0,0,0,0,0,1,0,5.0000001,2.6000001,4.6999998,3.0999999,2
15,0,0,0,0,0,0,0,0,4.6,3.4000002,4.6999998,3.0999999,0
15,0,0,0,0,0,0,0,0,5.0000001,3.4000002,4.5000002,2.8000001,3
15,0,0,0,0,0,0,0,0,5.0000001,3.4000002,4.6999998,3.0999999,3
15,0,1,0,0,0,0,0,0,5.2999999,3.2000002,3.9000001,3.2000002,2
15,0,0,0,0,0,0,0,0,5.0000001,3.4000002,5.0000001,3.0999999,2
15,0,0,0,0,0,0,0,0,5.0000001,3.4000002,5.0000001,3.4000002,2
15,0,0,0,0,0,0,0,0,5.0000001,3.7,5.0000001,2.6000001,2
15,0,1,0,0,0,0,0,0,5.0000001,3.0999999,5.0000001,3.4000002,1
15,0,0,0,1,0,0,0,0,5.0000001,3.7,5.0000001,2.5,3
15,0,0,0,0,0,0,0,0,5.0000001,3.7,4.3000001,2.9999999,3
15,0,0,0,0,0,0,0,0,5.0000001,3.7,5.2999999,3.7,2
15,0,0,0,0,0,0,0,0,5.2000001,3.7,5.2999999,3.7,1
15,0,0,0,0,0,0,0,0,5.2000001,3.7,5.2999999,3.7,2
16,0,1,0,0,0,0,0,0,4.6,3.4000002,5.6000002,4.6999998,1
16,0,0,0,0,0,0,0,0,5.0000001,2.9999999,4.6999998,2.9999999,1
16,0,0,0,0,0,0,0,0,5.0000001,2.9999999,4.1000001,2.9999999,3
16,0,0,0,0,0,1,0,0,5.0000001,1.2,4.1000001,3.5,1
16,0,0,0,0,0,0,0,0,5.0000001,3.0999999,4.1999999,3.5,3
16,0,1,0,0,0,0,0,0,5.0000001,3.0999999,4.6999998,3.0999999,1
16,0,0,0,1,0,0,0,0,5.0000001,3.4000002,5.0000001,3.0999999,3
16,0,0,0,0,0,0,0,0,4.1999999,3.7,4.6,3.4000002,2
16,0,0,1,0,0,0,0,0,5.2000001,3.5999998,3.2000002,3.7,3
16,0,0,0,0,0,0,0,0,4.6,2.2,4.1999999,3.3,1
17,0,0,0,0,0,0,0,0,4.6,3.3,4.6999998,5.2000001,1
17,0,0,0,0,0,0,0,0,7,2.9999999,4.8,6.3000001,1
17,0,0,0,0,0,0,0,1,4.8,2.7000001,4.6,4.1000001,1
17,0,0,0,0,0,1,0,0,3.0999999,1.2,4.6,4.1000001,1
17,0,1,0,0,0,0,0,0,4.8,2.8999999,5.0000001,3.4000002,3
17,0,0,0,0,1,0,0,0,4.6,3.2000002,4.4,4.1000001,1
17,0,0,0,0,0,0,0,0,4.8999999,1.5,5.0000001,4.1000001,1
17,0,0,0,0,1,0,0,0,5.0000001,3.2000002,5.0000001,4.1000001,0
18,0,0,0,0,0,0,0,0,4.6,3.4000002,5.0000001,3.9000001,1
18,0,0,0,0,0,0,0,1,4.6,3.0999999,1.7000001,3.5999998,2
18,0,0,0,0,0,1,0,0,5.0000001,1.2,4.1000001,3.5,1
18,0,0,0,0,0,0,0,0,5.0000001,1.5,4.6999998,3.5,1
18,0,0,0,0,0,0,0,0,4.8999999,3.5,1.7999999,4.1999999,2
19,0,0,0,0,0,0,0,0,4.6,3.4000002,3.9000001,3.0999999,2
19,0,0,0,0,0,0,0,0,4.6,2.9999999,4.1000001,2.9999999,2
19,0,0,0,0,1,0,0,0,3.2000002,2.9999999,3.5,2.8000001,1
19,0,0,0,0,0,0,0,0,4.8999999,2.9999999,3.9000001,3.9999999,1
19,0,1,0,0,0,0,0,0,4.6,3.4000002,4.6999998,3.0999999,1
19,0,0,0,0,0,0,0,0,4.4,2.1,4.5000002,3.4000002,1
20,0,0,0,0,0,0,0,0,4.6,3.7,5.0000001,4.1000001,2
20,0,0,0,0,0,0,0,0,4.6,2.8000001,4.8999999,3.9999999,1
20,0,0,0,0,0,0,0,0,4.6,3.4000002,4.8,3.0999999,1
20,0,0,0,0,0,0,0,1,4.6,3.4000002,4.4,3.3,1
20,0,0,0,0,0,0,0,0,3.2000002,2.9999999,4.3000001,2.8999999,0
20,0,0,0,0,0,0,0,0,4.1999999,3.4000002,4.3000001,3.0999999,1
20,0,0,0,0,0,0,0,0,4.1999999,3.4000002,4.6,3.0999999,1
21,0,0,0,0,0,0,0,0,5.0000001,2.9999999,3.5,2.9999999,2
21,1,0,0,0,0,0,0,0,2.8999999,3.2000002,3.4000002,2.8000001,0
21,0,0,0,0,0,0,0,0,5.0000001,3.2000002,4.6999998,3.0999999,2
21,0,0,0,0,0,0,0,0,4.1999999,3.7,3.5,3.4000002,2
21,0,0,0,0,0,0,0,0,4.5000002,2.1,4.3000001,3.4000002,1
21,0,1,1,0,0,0,1,0,5.2000001,3.0999999,3.5,3.7,2
22,0,1,0,0,0,0,0,0,4.6,3.4000002,5.6000002,4.6999998,1
22,0,0,0,0,0,0,0,0,4.8,2.7000001,3.2000002,3.5999998,3
22,0,0,0,0,0,0,1,0,4.8,2.7000001,4.1000001,3.5,3
22,0,0,0,0,0,0,1,0,4.8,3.7,4.1999999,3.5,2
22,0,0,0,0,0,0,0,0,5.0000001,3.7,4.6999998,3.5,1
23,0,0,0,0,0,0,0,0,4.6,1.7999999,4.8999999,3.9999999,1
23,0,0,0,0,0,0,0,0,4.6,3.4000002,4.8,2.8000001,3
23,0,0,0,0,0,0,0,0,3.2000002,2.9999999,3.5,2.8000001,0
23,0,0,0,0,0,0,0,0,5.0000001,3.4000002,3.4000002,3.0999999,1
23,0,1,0,0,0,1,0,0,4.1999999,2.2,4.3000001,3.0999999,1
23,0,0,1,0,0,0,0,0,4.1999999,3.7,1.7000001,3.4000002,2
23,0,0,0,0,0,0,0,0,5.0000001,3.7,5.0000001,2.5,3
23,0,0,0,0,0,0,0,0,4.4,3.7,4.6,3.4000002,2
23,0,0,0,0,0,0,0,0,4.4,2.1,4.5000002,3.4000002,1
23,0,0,0,0,0,0,0,0,4.4,3.7,4.3000001,2.8000001,3
23,0,0,0,0,0,0,0,0,4.6,2.2,4.1999999,3.3,1
23,0,0,1,0,0,0,0,0,4.4,3.7,3.5,3.4000002,3
24,0,0,0,0,0,1,1,0,4.6,2.7000001,4.6,4.8,1
24,0,0,0,0,0,0,1,0,4.6,2.9999999,4.6,4.8,1
24,0,0,0,0,0,0,1,0,4.8999999,2.9999999,2.1,3.5,2
24,0,0,0,0,0,0,0,1,5.2000001,2.9999999,4.6,4.1000001,2
24,0,0,0,0,0,0,0,0,4.8,2.7000001,4.1000001,3.3,2
24,0,0,0,0,0,0,0,0,4.8,2.9999999,4.4,4.1000001,1
24,0,0,0,0,1,0,0,0,4.8,3.2000002,4.4,4.1000001,1
24,0,0,0,0,0,0,0,0,4.5000002,3.2000002,5.0000001,4.1000001,1
24,0,0,0,0,0,0,1,0,5.0000001,3.2000002,5.0000001,4.3000001,1
24,0,1,0,0,1,0,0,0,4.6,3.2000002,5.0000001,4.1000001,1
25,0,0,0,0,0,0,0,0,4.6,3.4000002,4.5000002,3.5,1
25,0,0,0,0,0,0,0,0,4.6,3.7,5.2000001,3.7,1
25,0,1,0,0,1,0,0,0,5.0000001,3.7,3.9999999,3.4000002,1
25,0,0,0,0,0,0,0,0,5.0000001,2.9999999,4.6999998,2.9999999,1
25,0,0,1,0,0,0,0,0,5.0999999,3.4000002,3.9999999,3.0999999,1
25,0,0,0,0,0,0,0,0,4.6,3.0999999,4.6999998,3.0999999,2
25,0,0,0,1,0,0,0,0,5.0000001,3.4000002,5.0000001,2.8000001,1
26,0,0,0,0,0,0,0,0,4.6,2.8000001,5.2000001,3.5999998,1
26,0,0,0,0,1,0,0,0,3.2000002,2.9999999,3.5,2.8000001,1
26,0,0,0,0,0,0,0,0,4.1999999,3.4000002,4.3000001,3.0999999,1
26,0,0,0,0,0,0,0,0,4.8999999,3.5,4.1999999,4.1999999,2
26,0,0,0,0,0,0,0,0,4.4,3.7,4.3000001,2.8000001,3
27,0,0,0,0,0,0,0,0,4.6,3.7,5.0000001,3.9999999,1
27,0,0,0,0,0,0,0,0,4.6,1.7999999,4.8999999,3.9999999,1
27,0,0,0,0,0,0,0,0,4.6,2.8000001,5.0000001,3.9000001,1
27,0,0,0,0,0,0,0,0,4.6,3.4000002,4.5000002,3.0999999,1
27,0,0,1,0,0,0,0,0,4.6,3.4000002,3.9000001,3.0999999,1
27,0,1,0,0,1,0,0,0,5.0000001,3.0999999,3.9999999,3.4000002,1
27,0,0,0,0,0,0,0,0,5.0000001,2.9999999,4.6999998,3.4000002,1
27,0,0,0,0,0,0,0,0,5.0000001,2.1,3.4000002,2.8000001,1
27,0,0,0,0,0,0,0,0,5.0000001,3.4000002,3.4000002,2.8000001,1
27,0,0,0,0,0,0,0,0,5.0000001,3.4000002,3.4000002,2.8000001,1
27,0,0,0,0,0,0,0,0,4.1999999,3.4000002,4.3000001,3.0999999,1
27,0,1,0,0,0,0,0,0,4.1999999,3.0999999,4.6,3.0999999,1
27,0,0,0,0,0,0,0,0,4.1999999,3.4000002,4.5000002,3.0999999,1
27,0,0,0,0,0,0,0,0,4.1999999,3.4000002,4.3000001,3.3,1
27,0,0,1,0,0,0,0,0,4.1999999,3.7,3.0999999,3.4000002,2
27,0,0,0,0,0,0,0,0,4.1999999,2.1,4.6,3.4000002,1
27,0,0,0,0,0,0,0,0,4.1999999,3.7,4.6,3.4000002,1
27,0,0,1,0,0,0,0,0,4.1999999,3.7,3.5,3.4000002,2
27,0,0,0,0,0,0,0,0,4.5000002,3.7,4.3000001,3.4000002,1
27,0,0,0,0,0,0,0,0,4.1999999,3.7,4.6,3.4000002,1
27,0,0,0,0,0,0,0,0,4.5000002,3.7,4.3000001,3.4000002,1
27,0,0,0,0,0,0,1,0,4.4,2.1,4.3000001,3.4000002,1
27,0,0,0,0,0,0,0,0,4.5000002,3.7,3.9999999,3.4000002,1
27,0,0,1,0,0,0,0,0,4.5000002,3.7,4.3000001,3.4000002,1
27,0,0,0,0,0,0,0,0,4.5000002,2.2,4.1999999,3.4000002,1
27,0,0,0,0,0,0,0,0,4.4,3.7,4.3000001,3.4000002,1
28,0,0,0,0,0,0,0,0,4.6,2.8000001,5.2000001,3.5999998,1
28,0,0,0,0,0,1,1,0,4.6,2.9999999,4.6,4.8,1
28,0,0,0,0,0,0,1,0,4.6,2.9999999,4.6,4.8,2
28,0,0,0,0,0,0,1,0,4.6,2.9999999,4.6,4.8,2
28,0,0,0,0,0,0,0,0,5.0000001,3.4000002,3.4000002,2.8000001,1
28,0,0,0,0,0,0,1,1,4.8,2.9999999,4.6,4.1000001,2
28,0,0,0,0,0,0,0,0,5.0000001,2.5,4.6999998,3.0999999,1
28,0,0,0,0,0,0,0,0,4.8,2.9999999,4.6,4.1000001,1
28,0,0,0,1,0,0,0,0,5.0000001,3.4000002,4.5000002,2.8000001,3
28,0,0,0,0,0,0,0,0,4.5000002,3.7,4.3000001,2.2,3
28,0,0,0,0,0,0,0,0,5.0000001,3.4000002,5.0000001,2.8000001,3
28,0,0,0,0,0,0,0,0,4.8999999,1.5,5.0000001,4.1000001,1
28,0,0,0,1,0,0,0,0,5.0000001,3.7,3.2000002,2.8000001,2
28,0,0,1,0,0,0,0,0,4.5000002,3.7,4.3000001,3.4000002,2
29,0,0,0,0,0,0,0,0,4.6,3.9999999,5.2000001,3.7,2
29,0,0,0,0,0,0,0,0,4.6,3.2000002,5.2000001,3.7,2
29,0,0,0,0,0,0,0,0,4.6,3.7,4.6999998,3.7,2
29,0,0,0,0,0,0,0,0,5.0000001,2.9999999,4.6999998,3.4000002,2
29,0,1,0,0,0,0,0,0,5.0000001,2.8000001,3.5,2.9999999,2
29,1,0,0,0,0,0,0,0,4.8999999,2.9999999,4.3000001,2.9999999,0
29,0,0,0,0,0,0,0,0,4.3000001,3.3,4.6999998,3.0999999,2
29,0,0,0,0,0,0,0,0,5.0000001,3.4000002,4.6999998,3.0999999,2
30,0,0,0,0,0,0,0,0,4.6,3.7,5.2000001,3.4000002,1
30,0,0,0,0,0,0,0,0,4.6,3.7,5.2000001,3.4000002,1
30,0,1,0,0,0,0,0,0,4.6,3.3,4.6,4.8,1
30,0,1,0,0,0,0,0,0,4.6,3.0999999,5.2000001,3.7,1
30,0,0,0,0,0,0,0,0,4.6,3.0999999,5.2000001,3.7,1
30,0,0,0,0,0,0,0,0,4.6,3.7,4.6999998,3.4000002,1
30,0,0,0,0,0,1,0,0,4.6,2.9999999,4.6,4.8,1
30,0,1,0,0,1,0,0,0,5.0000001,3.0999999,3.9999999,3.4000002,1
30,0,0,0,0,0,0,0,0,5.0000001,2.9999999,4.6999998,2.9999999,1
30,0,0,0,0,0,0,0,0,5.0000001,2.9999999,3.5,2.9999999,2
31,0,0,0,0,0,0,0,0,4.6,3.7,5.2000001,3.7,1
31,0,0,0,0,0,0,0,0,4.6,3.4000002,4.6,3.0999999,3
31,0,0,0,1,0,0,0,0,4.6,3.0999999,3.7999999,2.8000001,3
31,0,0,0,0,0,0,0,0,5.0000001,2.1,3.4000002,2.8000001,1
31,0,0,0,0,0,0,0,0,5.0000001,3.4000002,3.4000002,3.0999999,2
31,0,0,0,0,0,0,0,0,5.0000001,3.4000002,1.6000001,3.0999999,2
31,0,0,1,0,0,0,1,0,4.4,3.7,3.5,3.4000002,2
32,0,0,0,0,0,0,0,0,4.6,3.7,5.2000001,2.6000001,3
32,0,0,0,0,0,0,0,0,4.6,3.7,5.2000001,3.7,3
32,0,0,0,0,0,0,0,0,5.0000001,2.9999999,4.6999998,2.9999999,3
32,0,0,0,0,0,0,0,0,3.9999999,3.2000002,4.3000001,1.7999999,3
32,0,0,0,0,0,0,0,0,5.0000001,3.4000002,5.0000001,3.0999999,0
32,0,0,1,0,0,0,1,0,5.0000001,3.7,3.9000001,2.8000001,3
33,0,0,0,0,0,0,0,0,4.8,2.7000001,2.8000001,3.5999998,1
33,0,0,0,0,0,0,0,1,4.8,2.7000001,2.4,3.5,1
33,0,0,0,0,0,1,0,0,3.0999999,1.2,4.6,4.1000001,1
33,0,0,0,0,0,0,0,0,5.0000001,3.0999999,4.1999999,3.5,2
33,0,0,0,0,0,0,0,0,5.0000001,1.5,4.6999998,3.5,1
33,0,0,0,0,0,0,0,0,5.0000001,3.7,3.9000001,3.5,2
33,0,0,0,0,0,0,0,0,4.6,2.2,4.1999999,3.3,1
34,0,0,0,1,0,0,0,0,4.6,2.9999999,3.7999999,2.8000001,3
34,0,0,0,0,0,0,0,0,5.0000001,2.4,3.4000002,2.8000001,1
34,0,0,0,0,0,0,0,0,5.0000001,2.9999999,3.4000002,2.8000001,1
34,0,0,0,0,0,1,0,0,3.7999999,3.4000002,4.3000001,3.0999999,1
34,0,0,0,0,0,0,0,0,4.1999999,3.7,3.5,2.8999999,2
34,0,0,0,0,0,0,0,0,4.5000002,3.7,4.3000001,2.8000001,3
34,0,0,0,0,0,0,0,0,4.6,2.2,4.1999999,3.3,1
