chosen,id,alt,display,feature,price,chid,,,,,,
0,3,3,0,0,3.5999998,21,,,,,,
0,3,0,0,0,4.6,22,,,,,,
1,3,1,0,0,3.7,22,,,,,,
0,3,2,0,0,5.2000001,22,,,,,,
0,3,3,0,0,3.4000002,22,,,,,,
0,3,0,0,0,4.6,23,,,,,,
1,3,1,0,0,2.8000001,23,,,,,,
0,3,2,0,0,5.2000001,23,,,,,,
0,3,3,0,0,3.7,23,,,,,,
0,3,0,0,0,4.6,24,,,,,,
1,3,1,0,0,3.7,24,,,,,,
0,3,2,0,0,4.6999998,24,,,,,,
0,3,3,0,0,3.5,24,,,,,,
0,3,0,0,0,5.0000001,25,,,,,,
0,3,1,0,0,3.7,25,,,,,,
1,3,2,1,0,3.9000001,25,,,,,,
0,3,3,0,0,3.4000002,25,,,,,,
0,3,0,0,0,5.0000001,26,,,,,,
1,3,1,1,0,3.0999999,26,,,,,,
0,3,2,0,0,4.1000001,26,,,,,,
0,3,3,0,0,3.4000002,26,,,,,,
0,3,0,0,1,3.2000002,27,,,,,,
1,3,1,0,0,2.9999999,27,,,,,,
0,3,2,0,0,3.5,27,,,,,,
0,3,3,0,0,2.8000001,27,,,,,,
0,3,0,0,0,5.0000001,28,,,,,,
1,3,1,0,0,2.9999999,28,,,,,,
0,3,2,0,0,4.6999998,28,,,,,,
0,3,3,0,0,2.9999999,28,,,,,,
0,3,0,0,0,5.0000001,29,,,,,,
0,3,1,0,0,2.9999999,29,,,,,,
1,3,2,0,1,3.9000001,29,,,,,,
0,3,3,0,0,2.9999999,29,,,,,,
0,3,0,0,0,4.1999999,30,,,,,,
1,3,1,0,0,3.4000002,30,,,,,,
0,3,2,0,0,4.4,30,,,,,,
0,3,3,0,0,2.9999999,30,,,,,,
0,3,0,0,0,5.0000001,31,,,,,,
1,3,1,1,0,3.0999999,31,,,,,,
0,3,2,0,0,4.6999998,31,,,,,,
0,3,3,0,0,3.0999999,31,,,,,,
0,3,0,0,0,5.0000001,32,,,,,,
1,3,1,1,0,3.0999999,32,,,,,,
0,3,2,0,0,4.6999998,32,,,,,,
0,3,3,0,0,3.0999999,32,,,,,,
0,3,0,0,0,5.0000001,33,,,,,,
1,3,1,0,0,3.4000002,33,,,,,,
0,3,2,0,0,4.6999998,33,,,,,,
0,3,3,0,0,3.0999999,33,,,,,,
0,3,0,0,0,5.0000001,34,,,,,,
1,3,1,0,0,3.4000002,34,,,,,,
0,3,2,0,0,5.0000001,34,,,,,,
0,3,3,0,0,2.8999999,34,,,,,,
0,3,0,0,0,5.0000001,35,,,,,,
1,3,1,0,0,3.4000002,35,,,,,,
0,3,2,0,0,5.0000001,35,,,,,,
0,3,3,0,0,3.4000002,35,,,,,,
0,3,0,0,0,5.0000001,36,,,,,,
1,3,1,0,0,3.7,36,,,,,,
0,3,2,0,0,5.0000001,36,,,,,,
0,3,3,0,0,3.4000002,36,,,,,,
0,3,0,0,0,5.0000001,37,,,,,,
1,3,1,1,0,3.0999999,37,,,,,,
0,3,2,0,0,5.0000001,37,,,,,,
0,3,3,0,0,3.4000002,37,,,,,,
0,3,0,0,0,5.0000001,38,,,,,,
1,3,1,0,0,3.7,38,,,,,,
0,3,2,0,0,5.0000001,38,,,,,,
0,3,3,0,0,3.4000002,38,,,,,,
0,3,0,0,0,4.4,39,,,,,,
1,3,1,0,0,3.7,39,,,,,,
0,3,2,0,0,5.5,39,,,,,,
0,3,3,0,0,3.4000002,39,,,,,,
0,3,0,0,0,5.2000001,40,,,,,,
0,3,1,0,0,3.7,40,,,,,,
1,3,2,0,0,3.5999998,40,,,,,,
0,3,3,0,0,3.7,40,,,,,,
0,4,0,0,0,4.6,41,,,,,,
1,4,1,0,0,2.8000001,41,,,,,,
0,4,2,0,0,5.2000001,41,,,,,,
0,4,3,0,0,3.5,41,,,,,,
1,4,0,0,0,4.1999999,42,,,,,,
0,4,1,0,0,2.9999999,42,,,,,,
0,4,2,0,0,4.6999998,42,,,,,,
0,4,3,0,0,3.4000002,42,,,,,,
0,4,0,0,0,5.0000001,43,,,,,,
0,4,1,1,0,2.8000001,43,,,,,,
1,4,2,0,0,3.5,43,,,,,,
0,4,3,0,0,2.9999999,43,,,,,,
0,4,0,0,0,4.1999999,44,,,,,,
1,4,1,0,0,3.4000002,44,,,,,,
0,4,2,0,0,4.3000001,44,,,,,,
0,4,3,0,0,3.0999999,44,,,,,,
0,4,0,0,0,5.0000001,45,,,,,,
0,4,1,0,0,3.4000002,45,,,,,,
1,4,2,1,0,3.9000001,45,,,,,,
0,4,3,0,0,3.0999999,45,,,,,,
0,4,0,0,0,5.0000001,46,,,,,,
1,4,1,0,0,3.4000002,46,,,,,,
0,4,2,0,0,4.6999998,46,,,,,,
0,4,3,0,0,3.0999999,46,,,,,,
0,4,0,0,1,5.0000001,47,,,,,,
1,4,1,0,0,3.4000002,47,,,,,,
0,4,2,0,0,3.9000001,47,,,,,,
0,4,3,0,0,3.5,47,,,,,,
0,4,0,0,0,5.0000001,48,,,,,,
0,4,1,0,0,3.7,48,,,,,,
1,4,2,1,0,3.9000001,48,,,,,,
0,4,3,0,0,3.7,48,,,,,,
0,4,0,0,1,4.6,49,,,,,,
1,4,1,0,0,3.2000002,49,,,,,,
0,4,2,0,0,5.0000001,49,,,,,,
0,4,3,0,0,4.1000001,49,,,,,,
0,5,0,0,0,4.6,50,,,,,,
1,5,1,0,0,2.8000001,50,,,,,,
0,5,2,0,0,5.2000001,50,,,,,,
0,5,3,0,0,3.5999998,50,,,,,,
0,5,0,0,0,4.6,51,,,,,,
1,5,1,0,0,3.4000002,51,,,,,,
0,5,2,0,0,5.0000001,51,,,,,,
0,5,3,0,0,3.9000001,51,,,,,,
0,5,0,0,1,3.2000002,52,,,,,,
1,5,1,0,0,2.9999999,52,,,,,,
0,5,2,0,0,3.5,52,,,,,,
0,5,3,0,0,2.8000001,52,,,,,,
0,5,0,0,0,5.0000001,53,,,,,,
1,5,1,0,0,3.4000002,53,,,,,,
0,5,2,0,0,3.4000002,53,,,,,,
0,5,3,0,0,2.8000001,53,,,,,,
1,5,0,1,0,3.5,54,,,,,,
0,5,1,0,0,2.9999999,54,,,,,,
0,5,2,0,0,4.3000001,54,,,,,,
0,5,3,0,0,2.9999999,54,,,,,,
0,6,0,0,0,4.6,55,,,,,,
0,6,1,0,0,3.4000002,55,,,,,,
0,6,2,0,0,5.0000001,55,,,,,,
1,6,3,0,0,3.3,55,,,,,,
0,6,0,0,0,4.6,56,,,,,,
1,6,1,0,0,3.4000002,56,,,,,,
0,6,2,0,0,5.6000002,56,,,,,,
0,6,3,0,0,3.7999999,56,,,,,,
0,6,0,0,0,4.6,57,,,,,,
1,6,1,0,0,3.0999999,57,,,,,,
0,6,2,0,0,4.8,57,,,,,,
0,6,3,0,0,4.4,57,,,,,,
0,6,0,0,0,4.6,58,,,,,,
1,6,1,0,0,3.0999999,58,,,,,,
0,6,2,0,0,4.1999999,58,,,,,,
0,6,3,0,0,3.7,58,,,,,,
0,6,0,0,0,4.6,59,,,,,,
1,6,1,0,0,3.0999999,59,,,,,,
0,6,2,0,0,4.8999999,59,,,,,,
0,6,3,0,1,3.5999998,59,,,,,,
0,6,0,0,0,4.6999998,60,,,,,,
0,6,1,0,0,2.7000001,60,,,,,,
0,6,2,0,0,2.8999999,60,,,,,,
1,6,3,0,1,3.5999998,60,,,,,,
0,6,0,0,0,4.8,61,,,,,,
1,6,1,0,0,2.7000001,61,,,,,,
0,6,2,0,0,2.4,61,,,,,,
0,6,3,0,1,3.5,61,,,,,,
0,6,0,0,0,4.8,62,,,,,,
0,6,1,0,0,2.7000001,62,,,,,,
1,6,2,0,0,3.4000002,62,,,,,,
0,6,3,0,0,3.3,62,,,,,,
0,6,0,0,0,4.8999999,63,,,,,,
1,6,1,0,0,2.7000001,63,,,,,,
0,6,2,0,0,4.1000001,63,,,,,,
0,6,3,0,0,3.5,63,,,,,,
0,6,0,0,0,4.6,64,,,,,,
1,6,1,0,1,1.2,64,,,,,,
0,6,2,0,0,4.1000001,64,,,,,,
0,6,3,0,0,3.5,64,,,,,,
0,6,0,0,0,4.6,65,,,,,,
1,6,1,0,0,3.0999999,65,,,,,,
0,6,2,0,0,4.1999999,65,,,,,,
0,6,3,0,0,4.1999999,65,,,,,,
0,6,0,0,0,5.0000001,66,,,,,,
1,6,1,0,0,3.0999999,66,,,,,,
0,6,2,0,0,4.1999999,66,,,,,,
0,6,3,0,0,3.5,66,,,,,,
0,6,0,0,0,4.6,67,,,,,,
1,6,1,0,0,3.7,67,,,,,,
0,6,2,0,0,4.1999999,67,,,,,,
0,6,3,0,0,3.5,67,,,,,,
0,6,0,0,0,4.8,68,,,,,,
0,6,1,0,0,3.7,68,,,,,,
0,6,2,0,0,4.6999998,68,,,,,,
1,6,3,0,0,3.5,68,,,,,,
0,6,0,0,0,5.0000001,69,,,,,,
1,6,1,0,0,1.5,69,,,,,,
0,6,2,0,0,4.6999998,69,,,,,,
0,6,3,0,0,3.5,69,,,,,,
0,7,0,0,0,4.6,70,,,,,,
1,7,1,0,0,2.9999999,70,,,,,,
0,7,2,0,0,3.7999999,70,,,,,,
0,7,3,1,0,2.8000001,70,,,,,,
0,7,0,0,1,3.2000002,71,,,,,,
1,7,1,0,0,2.9999999,71,,,,,,
0,7,2,0,0,3.5,71,,,,,,
0,7,3,0,0,2.8000001,71,,,,,,
0,7,0,0,0,4.6,72,,,,,,
1,7,1,0,0,3.0999999,72,,,,,,
0,7,2,0,0,4.1999999,72,,,,,,
0,7,3,0,0,4.1999999,72,,,,,,
0,7,0,0,0,5.0000001,73,,,,,,
0,7,1,0,0,3.5999998,73,,,,,,
0,7,2,0,0,5.0000001,73,,,,,,
1,7,3,1,0,2.5,73,,,,,,
0,7,0,0,0,4.4,74,,,,,,
1,7,1,0,0,2.1,74,,,,,,
0,7,2,0,0,4.5000002,74,,,,,,
0,7,3,0,0,3.4000002,74,,,,,,
0,8,0,0,0,4.6,75,,,,,,
1,8,1,0,0,3.7,75,,,,,,
0,8,2,0,0,5.2000001,75,,,,,,
0,8,3,0,0,3.4000002,75,,,,,,
0,8,0,0,0,4.6,76,,,,,,
1,8,1,0,0,3.4000002,76,,,,,,
0,8,2,0,0,4.8,76,,,,,,
0,8,3,0,0,3.7,76,,,,,,
0,8,0,0,0,5.0000001,77,,,,,,
1,8,1,0,0,2.9999999,77,,,,,,
0,8,2,0,0,4.6999998,77,,,,,,
0,8,3,0,0,3.0999999,77,,,,,,
0,8,0,0,0,5.0000001,78,,,,,,
1,8,1,0,0,2.9999999,78,,,,,,
0,8,2,0,0,4.6999998,78,,,,,,
0,8,3,0,0,2.9999999,78,,,,,,
0,8,0,1,0,3.5,79,,,,,,
1,8,1,0,0,2.9999999,79,,,,,,
0,8,2,0,0,4.3000001,79,,,,,,
0,8,3,0,0,2.9999999,79,,,,,,
0,8,0,0,0,5.0000001,80,,,,,,
1,8,1,0,0,2.5,80,,,,,,
0,8,2,0,1,4.6999998,80,,,,,,
0,8,3,0,0,3.0999999,80,,,,,,
0,8,0,0,0,4.6,81,,,,,,
1,8,1,0,0,3.4000002,81,,,,,,
0,8,2,1,0,4.6999998,81,,,,,,
0,8,3,0,0,3.0999999,81,,,,,,
0,8,0,0,0,5.0000001,82,,,,,,
1,8,1,0,0,3.0999999,82,,,,,,
0,8,2,0,0,4.6999998,82,,,,,,
0,8,3,0,0,3.0999999,82,,,,,,
0,8,0,0,0,5.0000001,83,,,,,,
1,8,1,0,0,3.4000002,83,,,,,,
0,8,2,0,0,5.0000001,83,,,,,,
0,8,3,0,0,3.4000002,83,,,,,,
0,8,0,0,0,5.0000001,84,,,,,,
1,8,1,0,0,3.7,84,,,,,,
0,8,2,0,0,5.0000001,84,,,,,,
0,8,3,0,0,3.4000002,84,,,,,,
0,8,0,0,0,5.0000001,85,,,,,,
1,8,1,0,0,3.7,85,,,,,,
0,8,2,0,0,4.6,85,,,,,,
0,8,3,1,0,2.8000001,85,,,,,,
0,9,0,0,0,4.6,86,,,,,,
1,9,1,0,0,2.8000001,86,,,,,,
0,9,2,0,0,5.2000001,86,,,,,,
0,9,3,0,0,3.5999998,86,,,,,,
0,9,0,0,0,4.6,87,,,,,,
0,9,1,0,0,3.0999999,87,,,,,,
1,9,2,0,0,1.7000001,87,,,,,,
0,9,3,0,1,3.5999998,87,,,,,,
0,9,0,0,0,4.8999999,88,,,,,,
0,9,1,0,0,2.9999999,88,,,,,,
1,9,2,0,0,2.1,88,,,,,,
0,9,3,0,0,3.5,88,,,,,,
0,9,0,0,0,4.1999999,89,,,,,,
1,9,1,0,0,1.7999999,89,,,,,,
0,9,2,0,0,4.1999999,89,,,,,,
0,9,3,0,0,3.0999999,89,,,,,,
0,9,0,0,0,4.6,90,,,,,,
1,9,1,0,1,2.4,90,,,,,,
0,9,2,0,0,4.1000001,90,,,,,,
0,9,3,0,0,3.5,90,,,,,,
0,9,0,1,0,4.1999999,91,,,,,,
1,9,1,0,0,2.2,91,,,,,,
0,9,2,0,0,4.6,91,,,,,,
0,9,3,0,0,3.0999999,91,,,,,,
0,9,0,0,0,5.0000001,92,,,,,,
0,9,1,0,0,3.7,92,,,,,,
1,9,2,1,0,3.9000001,92,,,,,,
0,9,3,0,0,3.7,92,,,,,,
0,9,0,0,0,4.4,93,,,,,,
1,9,1,0,0,2.2,93,,,,,,
0,9,2,0,0,4.1999999,93,,,,,,
0,9,3,0,0,3.4000002,93,,,,,,
0,10,0,0,0,4.6,94,,,,,,
1,10,1,0,0,2.5,94,,,,,,
0,10,2,0,0,5.0000001,94,,,,,,
0,10,3,0,0,3.4000002,94,,,,,,
0,10,0,0,0,4.6,95,,,,,,
0,10,1,0,0,3.7,95,,,,,,
0,10,2,0,0,5.2000001,95,,,,,,
1,10,3,0,0,2.6000001,95,,,,,,
0,10,0,0,1,5.0000001,96,,,,,,
0,10,1,0,0,3.7,96,,,,,,
1,10,2,1,0,3.9000001,96,,,,,,
0,10,3,0,0,3.4000002,96,,,,,,
0,10,0,0,0,5.0000001,97,,,,,,
1,10,1,1,0,2.8000001,97,,,,,,
0,10,2,0,0,4.6999998,97,,,,,,
0,10,3,0,0,2.9999999,97,,,,,,
0,10,0,0,0,5.0000001,98,,,,,,
1,10,1,0,0,2.9999999,98,,,,,,
0,10,2,0,0,4.1000001,98,,,,,,
0,10,3,0,0,2.9999999,98,,,,,,
1,10,0,0,0,3.4000002,99,,,,,,
0,10,1,0,0,3.0999999,99,,,,,,
0,10,2,0,0,4.6999998,99,,,,,,
0,10,3,0,0,3.0999999,99,,,,,,
0,10,0,0,0,5.0000001,100,,,,,,
0,10,1,0,0,3.4000002,100,,,,,,
0,10,2,0,0,4.5000002,100,,,,,,
1,10,3,0,0,2.8000001,100,,,,,,
0,10,0,0,0,5.0000001,101,,,,,,
1,10,1,0,0,3.4000002,101,,,,,,
0,10,2,0,0,5.0000001,101,,,,,,
0,10,3,0,0,3.4000002,101,,,,,,
0,10,0,0,0,5.0000001,102,,,,,,
0,10,1,0,0,3.7,102,,,,,,
0,10,2,0,0,4.3000001,102,,,,,,
1,10,3,0,0,2.9999999,102,,,,,,
0,10,0,0,0,5.0000001,103,,,,,,
0,10,1,0,0,3.7,103,,,,,,
1,10,2,0,0,3.9000001,103,,,,,,
0,10,3,0,0,3.7,103,,,,,,
0,10,0,0,0,5.2000001,104,,,,,,
0,10,1,0,0,3.7,104,,,,,,
1,10,2,0,0,3.5999998,104,,,,,,
0,10,3,0,0,3.7,104,,,,,,
0,11,0,0,0,4.6,105,,,,,,
1,11,1,0,0,3.3,105,,,,,,
0,11,2,0,0,4.6,105,,,,,,
0,11,3,0,0,4.8,105,,,,,,
0,11,0,0,0,4.6,106,,,,,,
1,11,1,0,0,3.4000002,106,,,,,,
0,11,2,0,0,5.4000001,106,,,,,,
0,11,3,0,0,4.1000001,106,,,,,,
0,11,0,0,0,4.6,107,,,,,,
1,11,1,0,0,3.4000002,107,,,,,,
0,11,2,0,0,5.6000002,107,,,,,,
0,11,3,0,0,4.5000002,107,,,,,,
0,11,0,0,0,4.6,108,,,,,,
1,11,1,1,0,3.3,108,,,,,,
0,11,2,0,0,4.6,108,,,,,,
0,11,3,0,0,4.8,108,,,,,,
0,11,0,0,0,4.6,109,,,,,,
1,11,1,0,0,3.3,109,,,,,,
0,11,2,0,0,4.6,109,,,,,,
0,11,3,0,0,4.8,109,,,,,,
0,11,0,0,0,4.6,110,,,,,,
1,11,1,0,0,3.0999999,110,,,,,,
0,11,2,0,0,4.8,110,,,,,,
0,11,3,0,0,3.5999998,110,,,,,,
0,11,0,0,0,4.6,111,,,,,,
1,11,1,0,1,2.9999999,111,,,,,,
0,11,2,0,0,4.6,111,,,,,,
0,11,3,0,0,4.8,111,,,,,,
0,11,0,0,0,4.4,112,,,,,,
1,11,1,0,0,2.9999999,112,,,,,,
0,11,2,0,0,4.6,112,,,,,,
0,11,3,0,0,5.0000001,112,,,,,,
0,11,0,0,0,4.4,113,,,,,,
1,11,1,1,1,2.7000001,113,,,,,,
0,11,2,0,0,4.6,113,,,,,,
0,11,3,0,0,4.8999999,113,,,,,,
0,11,0,0,0,7.1999997,114,,,,,,
1,11,1,0,0,2.9999999,114,,,,,,
0,11,2,0,0,4.8,114,,,,,,
0,11,3,0,0,8.6999997,114,,,,,,
0,11,0,0,0,4.8,115,,,,,,
1,11,1,0,0,2.9999999,115,,,,,,
0,11,2,0,0,4.6,115,,,,,,
0,11,3,0,1,4.1000001,115,,,,,,
0,11,0,0,0,4.8999999,116,,,,,,
1,11,1,0,0,2.9999999,116,,,,,,
0,11,2,0,0,4.6999998,116,,,,,,
0,11,3,0,1,4.1000001,116,,,,,,
0,11,0,0,0,3.0999999,117,,,,,,
1,11,1,0,1,1.2,117,,,,,,
0,11,2,0,0,4.6,117,,,,,,
0,11,3,0,0,4.1000001,117,,,,,,
0,11,0,0,0,4.8,118,,,,,,
1,11,1,0,0,2.9999999,118,,,,,,
0,11,2,0,0,4.4,118,,,,,,
0,11,3,0,0,4.1000001,118,,,,,,
0,11,0,0,0,4.8,119,,,,,,
1,11,1,0,0,2.9999999,119,,,,,,
0,11,2,0,0,4.4,119,,,,,,
0,11,3,0,0,4.1000001,119,,,,,,
0,12,0,0,0,4.6,120,,,,,,
1,12,1,0,0,3.2000002,120,,,,,,
0,12,2,0,0,5.2000001,120,,,,,,
0,12,3,0,0,3.4000002,120,,,,,,
0,12,0,0,0,4.6,121,,,,,,
1,12,1,0,0,2.2,121,,,,,,
0,12,2,0,0,5.0000001,121,,,,,,
0,12,3,0,0,3.4000002,121,,,,,,
0,12,0,0,0,5.0000001,122,,,,,,
1,12,1,1,0,2.8000001,122,,,,,,
0,12,2,0,0,4.6999998,122,,,,,,
0,12,3,0,0,2.9999999,122,,,,,,
0,12,0,0,0,5.0000001,123,,,,,,
1,12,1,1,0,2.2,123,,,,,,
0,12,2,0,0,3.9999999,123,,,,,,
0,12,3,0,0,3.0999999,123,,,,,,
0,12,0,0,0,5.2999999,124,,,,,,
1,12,1,1,0,3.0999999,124,,,,,,
0,12,2,0,0,4.1000001,124,,,,,,
0,12,3,0,0,3.2000002,124,,,,,,
0,12,0,0,0,5.0000001,125,,,,,,
1,12,1,0,0,3.4000002,125,,,,,,
0,12,2,0,0,5.0000001,125,,,,,,
0,12,3,1,0,2.8000001,125,,,,,,
0,12,0,0,0,5.0000001,126,,,,,,
1,12,1,0,0,3.0999999,126,,,,,,
0,12,2,0,0,5.0000001,126,,,,,,
0,12,3,0,0,3.4000002,126,,,,,,
0,12,0,0,1,5.2000001,127,,,,,,
0,12,1,0,0,3.5999998,127,,,,,,
1,12,2,0,0,3.2000002,127,,,,,,
0,12,3,0,0,3.7,127,,,,,,
0,12,0,0,0,5.0000001,128,,,,,,
1,12,1,1,0,3.0999999,128,,,,,,
0,12,2,0,1,4.4,128,,,,,,
0,12,3,0,0,3.7,128,,,,,,
0,13,0,0,0,4.6,129,,,,,,
1,13,1,0,0,3.4000002,129,,,,,,
0,13,2,0,0,4.8,129,,,,,,
0,13,3,0,0,3.0999999,129,,,,,,
0,13,0,0,0,4.6,130,,,,,,
1,13,1,0,0,1.5,130,,,,,,
0,13,2,0,0,4.6999998,130,,,,,,
0,13,3,0,0,3.0999999,130,,,,,,
0,13,0,0,0,4.6,131,,,,,,
0,13,1,0,0,3.4000002,131,,,,,,
1,13,2,1,0,4.3000001,131,,,,,,
0,13,3,0,0,3.0999999,131,,,,,,
0,13,0,0,1,3.2000002,132,,,,,,
1,13,1,0,0,2.9999999,132,,,,,,
0,13,2,0,0,3.5,132,,,,,,
0,13,3,0,0,2.8000001,132,,,,,,
1,13,0,0,1,3.2000002,133,,,,,,
0,13,1,0,0,2.9999999,133,,,,,,
0,13,2,0,0,3.5,133,,,,,,
0,13,3,0,0,2.8000001,133,,,,,,
0,13,0,0,0,4.1999999,134,,,,,,
1,13,1,0,0,3.4000002,134,,,,,,
0,13,2,0,0,4.3000001,134,,,,,,
0,13,3,0,0,3.0999999,134,,,,,,
0,13,0,0,0,5.0000001,135,,,,,,
0,13,1,0,0,3.4000002,135,,,,,,
1,13,2,0,0,3.4000002,135,,,,,,
0,13,3,0,0,3.0999999,135,,,,,,
1,13,0,0,0,2.9999999,136,,,,,,
0,13,1,0,0,3.4000002,136,,,,,,
0,13,2,0,0,4.3000001,136,,,,,,
0,13,3,0,0,3.0999999,136,,,,,,
0,14,0,0,0,4.6,137,,,,,,
1,14,1,0,0,2.8999999,137,,,,,,
0,14,2,0,0,5.0000001,137,,,,,,
0,14,3,0,0,4.1000001,137,,,,,,
0,14,0,0,0,4.6,138,,,,,,
1,14,1,0,0,3.4000002,138,,,,,,
0,14,2,0,0,5.0000001,138,,,,,,
0,14,3,0,0,4.1000001,138,,,,,,
0,14,0,0,0,4.6,139,,,,,,
1,14,1,0,0,3.4000002,139,,,,,,
0,14,2,0,0,5.6000002,139,,,,,,
0,14,3,0,0,4.5000002,139,,,,,,
0,14,0,0,0,4.6,140,,,,,,
1,14,1,0,0,2.5,140,,,,,,
0,14,2,0,0,4.8,140,,,,,,
0,14,3,0,0,3.7,140,,,,,,
0,14,0,0,0,4.6,141,,,,,,
1,14,1,0,0,3.0999999,141,,,,,,
0,14,2,0,0,4.8999999,141,,,,,,
0,14,3,0,0,4.4,141,,,,,,
0,14,0,0,0,4.6,142,,,,,,
1,14,1,0,0,2.8000001,142,,,,,,
0,14,2,0,0,5.0000001,142,,,,,,
0,14,3,0,1,3.5999998,142,,,,,,
0,14,0,0,0,4.6,143,,,,,,
0,14,1,0,0,3.0999999,143,,,,,,
1,14,2,0,0,1.7000001,143,,,,,,
0,14,3,0,1,3.5999998,143,,,,,,
0,14,0,0,0,4.6,144,,,,,,
1,14,1,0,0,2.7000001,144,,,,,,
0,14,2,0,0,2.8999999,144,,,,,,
0,14,3,0,1,3.5999998,144,,,,,,
0,15,0,0,0,4.6,145,,,,,,
0,15,1,0,0,3.7,145,,,,,,
1,15,2,0,0,5.2000001,145,,,,,,
0,15,3,0,0,3.4000002,145,,,,,,
0,15,0,0,0,4.6,146,,,,,,
0,15,1,0,0,3.4000002,146,,,,,,
1,15,2,0,0,5.0000001,146,,,,,,
0,15,3,0,0,3.0999999,146,,,,,,
0,15,0,0,0,4.6,147,,,,,,
0,15,1,0,0,3.2000002,147,,,,,,
0,15,2,0,0,5.2000001,147,,,,,,
1,15,3,0,0,3.4000002,147,,,,,,
0,15,0,0,0,4.6,148,,,,,,
0,15,1,0,0,3.7,148,,,,,,
0,15,2,0,0,4.6999998,148,,,,,,
1,15,3,0,0,3.4000002,148,,,,,,
1,15,0,0,0,2.9999999,149,,,,,,
